SET
line_id,line_start_date,line_end_date,radius_username,jbill_so_value,oss_so_value
8263,2010-03-11,,3125462589@uscc.net,SO-961H,NYCE : SO-00961
8265,2010-03-11,,3125462130@uscc.net,SO-961H,NYCE : SO-00961
8266,2010-03-11,,3124371847@uscc.net,SO-961H,NYCE : SO-00961
8267,2010-03-11,,3123887563@uscc.net,SO-961H,NYCE : SO-00961
8273,2010-03-11,,3123887160@uscc.net,SO-961H,NYCE : SO-00961
8274,2010-03-11,,3123887418@uscc.net,SO-961H,NYCE : SO-00961
8276,2010-03-11,,3123887338@uscc.net,SO-961H,NYCE : SO-00961
8278,2010-03-11,,3123887541@uscc.net,SO-961H,NYCE : SO-00961
8280,2010-03-11,,3123887206@uscc.net,SO-961H,NYCE : SO-00961
8281,2010-03-11,,3123888752@uscc.net,SO-961H,NYCE : SO-00961
8289,2010-03-11,,3123889792@uscc.net,SO-961H,NYCE : SO-00961
8292,2010-03-11,,3125465048@uscc.net,SO-961H,NYCE : SO-00961
8297,2010-03-11,,3123889474@uscc.net,SO-961H,NYCE : SO-00961
8298,2010-03-11,,3125462166@uscc.net,SO-961H,NYCE : SO-00961
8299,2010-03-11,,3123887364@uscc.net,SO-961H,NYCE : SO-00961
8300,2010-03-11,,3122179116@uscc.net,SO-961H,NYCE : SO-00961
8301,2010-03-11,,3124371028@uscc.net,SO-961H,NYCE : SO-00961
8303,2010-03-11,,3123887347@uscc.net,SO-961H,NYCE : SO-00961
8304,2010-03-11,,3125465419@uscc.net,SO-961H,NYCE : SO-00961
8305,2010-03-11,,3125465426@uscc.net,SO-961H,NYCE : SO-00961
8307,2010-03-11,,3123887370@uscc.net,SO-961H,NYCE : SO-00961
8312,2010-03-11,,3123887221@uscc.net,SO-969,ASE Communications
8320,2010-03-14,,3123887318@uscc.net,SO-974A,RJ Amusments : SO-00974
8322,2010-03-14,,3123889589@uscc.net,SO-978,Merrimak - ATM Machine : SO-00978
8323,2010-03-14,,3123887237@uscc.net,SO-977,ATM Services of NJ : SO-00977
8324,2010-03-14,,3123887147@uscc.net,SO-977,ATM Services of NJ : SO-00977
8338,2010-03-15,,3125460613@uscc.net,SO-979,Bank of Swaminarayan : SO-00979
8339,2010-03-15,,3124374362@uscc.net,SO-979,Bank of Swaminarayan : SO-00979
8340,2010-03-15,,3124374290@uscc.net,SO-979,Bank of Swaminarayan : SO-00979
8341,2010-03-15,,3122178284@uscc.net,SO-979,Bank of Swaminarayan : SO-00979
8354,2010-03-15,,3125462383@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8356,2010-03-15,,3125462479@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8357,2010-03-15,,3125461825@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8358,2010-03-15,,3124371863@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8359,2010-03-15,,3124371954@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8361,2010-03-15,,3125462587@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8362,2010-03-15,,3125462043@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8363,2010-03-15,,3125462342@uscc.net,SO-982A,Grahams Check Cashing : SO-00982
8372,2010-03-16,,3125461251@uscc.net,SO-985B,Capital Link ATM : SO-00985
8382,2010-03-16,,3122177391@uscc.net,SO-987,ASE Communications : SO-00987
8383,2010-03-16,,3123889596@uscc.net,SO-987,ASE Communications : SO-00987
8384,2010-03-16,,3125462401@uscc.net,SO-987,ASE Communications : SO-00987
8385,2010-03-16,,3125461839@uscc.net,SO-987,ASE Communications : SO-00987
8386,2010-03-16,,3123887220@uscc.net,SO-987,ASE Communications : SO-00987
8387,2010-03-16,,3125465486@uscc.net,SO-987,ASE Communications : SO-00987
8388,2010-03-16,,3123887530@uscc.net,SO-988,Payment Services : SO-00988
8393,2010-03-17,,3125462256@uscc.net,SO-1001A,B & B Music : SO-01001
8394,2010-03-17,,3125462228@uscc.net,SO-1001A,B & B Music : SO-01001
8395,2010-03-17,,3125461902@uscc.net,SO-1001A,B & B Music : SO-01001
8396,2010-03-17,,3125462652@uscc.net,SO-1001A,B & B Music : SO-01001
8401,2010-03-17,,3125460607@uscc.net,SO-1002G,TEC : SO-01002
8420,2010-03-17,,3125462209@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8421,2010-03-17,,3125462306@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8422,2010-03-17,,3124374020@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8423,2010-03-17,,3125467276@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8424,2010-03-17,,3125462351@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8425,2010-03-17,,3124371891@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8427,2010-03-17,,3124371887@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8428,2010-03-17,,3125462884@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8429,2010-03-17,,3125462636@uscc.net,SO-1003A,Grahams Check Cashing : SO-01003
8455,2010-03-18,,3124371519@uscc.net,SO-1010,Merrimak - Mac Attack : SO-01010
8464,2010-03-18,,3124371834@uscc.net,SO-1011,SO-1011

8468,2010-03-18,,3124374318@uscc.net,SO-1012D,Digital Network Solutions : SO-01012
8469,2010-03-18,,3124374376@uscc.net,SO-1012D,Digital Network Solutions : SO-01012
8470,2010-03-18,,3124374342@uscc.net,SO-1012D,Digital Network Solutions : SO-01012
8477,2010-03-21,,3123887435@uscc.net,SO-1016,Merrimak - CSA : SO-01016
8483,2010-03-22,,3125462431@uscc.net,SO-1019H,WRG Services : SO-01019
8485,2010-03-22,,3124371915@uscc.net,SO-1019H,WRG Services : SO-01019
8486,2010-03-22,,3125461864@uscc.net,SO-1019H,WRG Services : SO-01019
8489,2010-03-22,,3124371850@uscc.net,SO-1019H,WRG Services : SO-01019
8491,2010-03-22,,3125461958@uscc.net,SO-1019H,WRG Services : SO-01019
8496,2010-03-22,,3125462520@uscc.net,SO-1019H,WRG Services : SO-01019
8497,2010-03-22,,3124371820@uscc.net,SO-1019H,WRG Services : SO-01019
8504,2010-03-23,,3125462427@uscc.net,SO-1025,Nationwide Money services : SO-01025
8505,2010-03-23,,3124371842@uscc.net,SO-1025,Nationwide Money services : SO-01025
8506,2010-03-23,,3125462230@uscc.net,SO-1025,Nationwide Money services : SO-01025
8507,2010-03-23,,3125462390@uscc.net,SO-1023,Cash Express Services : SO-01023
8508,2010-03-23,,3125462152@uscc.net,SO-1026,SO-01026
8509,2010-03-23,,3124371825@uscc.net,SO-1026,SO-01026
8510,2010-03-23,,3124371869@uscc.net,SO-1026,SO-01026
8515,2010-03-24,,3124372015@uscc.net,SO-1027D,ATM Access : SO-01027
8517,2010-03-24,,3124371930@uscc.net,SO-1027D,ATM Access : SO-01027
8518,2010-03-24,,3125462002@uscc.net,SO-1027D,ATM Access : SO-01027
8520,2010-03-24,,3125462429@uscc.net,SO-1027D,ATM Access : SO-01027
8524,2010-03-24,,3126712331@uscc.net,SO-1027D,ATM Access : SO-01027
8525,2010-03-24,,3125461943@uscc.net,SO-1027D,ATM Access : SO-01027
8530,2010-03-24,,3124371807@uscc.net,SO-1027D,ATM Access : SO-01027
8533,2010-03-24,,3125462083@uscc.net,SO-1027D,ATM Access : SO-01027
8543,2010-03-24,,3126712527@uscc.net,SO-1029A,SO-1029
8545,2010-03-24,,3124374019@uscc.net,SO-1030H,SO-1030
8546,2010-03-24,,3125461878@uscc.net,SO-1030H,SO-1030
8547,2010-03-24,,3125463098@uscc.net,SO-1030H,SO-1030
8548,2010-03-24,,3125461953@uscc.net,SO-1030H,SO-1030
8549,2010-03-24,,3125461447@uscc.net,SO-1030H,SO-1030
8551,2010-03-24,,3125462348@uscc.net,SO-1030H,SO-1030
8552,2010-03-24,,3125462114@uscc.net,SO-1030H,SO-1030
8553,2010-03-24,,3124371844@uscc.net,SO-1030H,SO-1030
8555,2010-03-24,,3125461807@uscc.net,SO-1030H,SO-1030
8559,2010-03-24,,3125462076@uscc.net,SO-1030H,SO-1030
8561,2010-03-24,,3124376028@uscc.net,SO-1030H,SO-1030
8565,2010-03-24,,3125469635@uscc.net,SO-1030H,SO-1030
8569,2010-03-24,,3125462453@uscc.net,SO-1030H,SO-1030
8570,2010-03-24,,3124371840@uscc.net,SO-1030H,SO-1030
8571,2010-03-24,,3124371816@uscc.net,SO-1030H,SO-1030
8572,2010-03-24,,3125462124@uscc.net,SO-1030H,SO-1030
8573,2010-03-24,,3125462261@uscc.net,SO-1030H,SO-1030
8574,2010-03-24,,3125461960@uscc.net,SO-1030H,SO-1030
8575,2010-03-24,,3124371853@uscc.net,SO-1030H,SO-1030
8578,2010-03-24,,3125462417@uscc.net,SO-1030H,SO-1030
8579,2010-03-24,,3124371876@uscc.net,SO-1030H,SO-1030
8580,2010-03-24,,9172438891@tsp18.sprintpcs.com,SO-1030H,SO-1030
8583,2010-03-24,,3124371812@uscc.net,SO-1030H,SO-1030
8584,2010-03-24,,3125461754@uscc.net,SO-1030H,SO-1030
8585,2010-03-24,,3125462674@uscc.net,SO-1030H,SO-1030
8586,2010-03-24,,3125462170@uscc.net,SO-1030H,SO-1030
8587,2010-03-24,,3125462029@uscc.net,SO-1030H,SO-1030
8589,2010-03-24,,3124371893@uscc.net,SO-1030H,SO-1030
8590,2010-03-24,,3125462277@uscc.net,SO-1030H,SO-1030
8591,2010-03-24,,3125462547@uscc.net,SO-1030H,SO-1030
8593,2010-03-24,,3125462326@uscc.net,SO-1030H,SO-1030
8602,2010-03-24,,3124374329@uscc.net,SO-1034E,SO-1034
8608,2010-03-24,,3125461155@uscc.net,SO-1034E,SO-1034
8612,2010-03-24,,3125462252@uscc.net,SO-1033A,SO-1033
8615,2010-03-24,,3124370941@uscc.net,SO-1039,So-1039
8619,2010-03-24,,3124374295@uscc.net,SO-1035E,SO-1035
8622,2010-03-24,,3124374303@uscc.net,SO-1035E,SO-1035
8628,2010-03-24,,3125462742@uscc.net,SO-1040C,SO-1040
8630,2010-03-24,,3125461998@uscc.net,SO-1040C,SO-1040
8631,2010-03-24,,3122175583@uscc.net,SO-1040C,SO-1040
8632,2010-03-24,,3125462113@uscc.net,SO-1040C,SO-1040
8633,2010-03-24,,3125461853@uscc.net,SO-1040C,SO-1040
8637,2010-03-24,,3125461954@uscc.net,SO-1040C,SO-1040
8640,2010-03-24,,3124371864@uscc.net,SO-1024L,SO-1024
8643,2010-03-24,,3125461793@uscc.net,SO-1024L,SO-1024
8656,2010-03-24,,3125462501@uscc.net,SO-1024L,SO-1024
8657,2010-03-24,,3124371813@uscc.net,SO-1024L,SO-1024
8659,2010-03-24,,3125461871@uscc.net,SO-1024L,SO-1024
8660,2010-03-24,,3125462171@uscc.net,SO-1024L,SO-1024
8671,2010-03-24,,3128544936@uscc.net,SO-1024L,SO-1024
8673,2010-03-24,,3125462649@uscc.net,SO-1024L,SO-1024
8674,2010-03-24,,3125462006@uscc.net,SO-1024L,SO-1024
8678,2010-03-24,,3125461814@uscc.net,SO-1024L,SO-1024
8687,2010-03-24,,3124374047@uscc.net,SO-1024L,SO-1024
8688,2010-03-24,,3124371892@uscc.net,SO-1024L,SO-1024
8697,2010-03-24,,3125461819@uscc.net,SO-1024L,SO-1024
8702,2010-03-28,,3124371851@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8703,2010-03-28,,3124371802@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8704,2010-03-28,,3125462215@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8705,2010-03-28,,3124371872@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8706,2010-03-28,,3125462437@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8707,2010-03-28,,3125462462@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8708,2010-03-28,,3125462702@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8709,2010-03-28,,3125462235@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8710,2010-03-28,,3125462199@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8711,2010-03-28,,3125462217@uscc.net,SO-1043,Grahams Check Cashing : SO-01043
8713,2010-03-28,,6465443366@tsp17.sprintpcs.com,SO-1044A,ASE COMMUNICATIONS : SO-01044
8714,2010-03-28,,3124371861@uscc.net,SO-1044A,ASE COMMUNICATIONS : SO-01044
8715,2010-03-28,,3125462200@uscc.net,SO-1044A,ASE COMMUNICATIONS : SO-01044
8716,2010-03-28,,3126711336@uscc.net,SO-1044A,ASE COMMUNICATIONS : SO-01044
8717,2010-03-28,,3125462617@uscc.net,SO-1044A,ASE COMMUNICATIONS : SO-01044
8723,2010-03-28,,3124374493@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8724,2010-03-28,,3124374640@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8725,2010-03-28,,3124374651@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8726,2010-03-28,,3124374513@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8727,2010-03-28,,3124374017@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8728,2010-03-28,,3124374553@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8729,2010-03-28,,3124374541@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8730,2010-03-28,,3124374489@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8731,2010-03-28,,3124374439@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8732,2010-03-28,,3124374399@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8733,2010-03-28,,3124374523@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8734,2010-03-28,,3124374665@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8735,2010-03-28,,3124374461@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8736,2010-03-28,,3124374710@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8737,2010-03-28,,3124374678@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8738,2010-03-28,,3124374647@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8739,2010-03-28,,3124374547@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8740,2010-03-28,,3124374605@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8741,2010-03-28,,3124374706@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8742,2010-03-28,,3124374509@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8743,2010-03-28,,3124374664@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8744,2010-03-28,,3124374496@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8745,2010-03-28,,3124374661@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8746,2010-03-28,,3124374580@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8747,2010-03-28,,3124374649@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8748,2010-03-28,,3124374564@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8749,2010-03-28,,3124374696@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8750,2010-03-28,,3124374638@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8751,2010-03-28,,3124374503@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8752,2010-03-28,,3124374587@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8753,2010-03-28,,3124374543@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8754,2010-03-28,,3124374456@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8755,2010-03-28,,3124374551@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8756,2010-03-28,,3124374684@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8757,2010-03-28,,3124374694@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8758,2010-03-28,,3124374593@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8759,2010-03-28,,3124374634@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8760,2010-03-28,,3124374415@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8761,2010-03-28,,3124374689@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8762,2010-03-28,,3124374499@uscc.net,SO-1015,Safe Cash Systems : SO-01015
8769,2010-03-29,,3125461783@uscc.net,SO-1050,Merrimak : SO-01050
8774,2010-03-29,,3124371754@uscc.net,SO-1051E,ATM Access : SO-01051
8777,2010-03-29,,3124371767@uscc.net,SO-1051E,ATM Access : SO-01051
8783,2010-03-29,,3124371166@uscc.net,SO-1051E,ATM Access : SO-01051
8790,2010-03-29,,3125463070@uscc.net,SO-1051E,ATM Access : 01051
8793,2010-03-29,,3125463161@uscc.net,SO-1051E,ATM Access : 01051
8800,2010-03-29,,3124370869@uscc.net,SO-1042L,ATM World : SO-01042
8822,2010-03-29,,3124370836@uscc.net,SO-1042L,ATM World : SO-01042
8823,2010-03-29,,3124371245@uscc.net,SO-1042L,ATM World : SO-01042
8828,2010-03-29,,3124371581@uscc.net,SO-1042L,ATM World : SO-01042
8830,2010-03-29,,3122179234@uscc.net,SO-1042L,ATM World : SO-01042
8832,2010-03-29,,3125463462@uscc.net,SO-1042L,ATM World : SO-01042
8834,2010-03-29,,3123885806@uscc.net,SO-1042L,ATM World : SO-01042
8835,2010-03-29,,3124371067@uscc.net,SO-1058A,Merrimak- Owl Music : SO-01058
8837,2010-03-29,,3123887404@uscc.net,SO-1058A,Merrimak- Owl Music : SO-01058
8838,2010-03-29,,3123889747@uscc.net,SO-1057,ATMs Unlimited : SO-01057
8839,2010-03-30,,3125461566@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8840,2010-03-30,,3124374013@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8841,2010-03-30,,3125461614@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8843,2010-03-30,,3125463162@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8844,2010-03-30,,3125461827@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8845,2010-03-30,,3122170688@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8847,2010-03-30,,3125463191@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8848,2010-03-30,,3124374052@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8849,2010-03-30,,3125461417@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8850,2010-03-30,,3125468499@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8852,2010-03-30,,3124371728@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8854,2010-03-30,,3124374023@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8856,2010-03-30,,3124371750@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8857,2010-03-30,,3124374175@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8858,2010-03-30,,3124371664@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8859,2010-03-30,,3124371507@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8860,2010-03-30,,3124371764@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8861,2010-03-30,,3124374155@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8862,2010-03-30,,3125462866@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8863,2010-03-30,,3125463372@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8864,2010-03-30,,3123880219@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8865,2010-03-30,,3125461524@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8866,2010-03-30,,3124371653@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8867,2010-03-30,,3124371573@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8868,2010-03-30,,3125461434@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8869,2010-03-30,,3124371619@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8870,2010-03-30,,3124374016@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8871,2010-03-30,,3124374015@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8872,2010-03-30,,3125461694@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8873,2010-03-30,,3124374124@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8874,2010-03-30,,3124371577@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8875,2010-03-30,,3124371488@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8876,2010-03-30,,3125462864@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8877,2010-03-30,,3125463466@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8878,2010-03-30,,3124374107@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8879,2010-03-30,,3123885364@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8880,2010-03-30,,3124374101@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8881,2010-03-30,,3125462989@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8882,2010-03-30,,3124374151@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8883,2010-03-30,,3122178820@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8884,2010-03-30,,3125463169@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8885,2010-03-30,,3124371622@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8886,2010-03-30,,3122174690@uscc.net,SO-1056D,Nationwide Money Services : SO-01056
8887,2010-03-30,,3124371543@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8888,2010-03-30,,3123883771@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8889,2010-03-30,,3124371679@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8890,2010-03-30,,3124371672@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8891,2010-03-30,,3125461511@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8892,2010-03-30,,3125461475@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8893,2010-03-30,,3124371763@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8894,2010-03-30,,3125461612@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8895,2010-03-30,,3125461639@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8896,2010-03-30,,3124371645@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8897,2010-03-30,,3125462758@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8898,2010-03-30,,3124371565@uscc.net,SO-1056D,Nationwide money Services : SO-01056
8901,2010-03-30,,3124374558@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8906,2010-03-30,,3124374507@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8908,2010-03-30,,3124374508@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8911,2010-03-30,,3124374188@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8918,2010-03-30,,3124374515@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8919,2010-03-30,,3124374452@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8926,2010-03-30,,3124374570@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8927,2010-03-30,,3124374568@uscc.net,SO-1061T,Alpha-Omega Solutions : SO-01061
8932,2010-03-30,,3125462014@uscc.net,SO-1059L,Alpha-Omega Solutions : SO-01059
8936,2010-03-30,,3125461596@uscc.net,SO-1059L,Alpha-Omega Solutions : SO-01059
8942,2010-03-30,,3125463123@uscc.net,SO-1059L,Alpha-Omega Solutions : SO-01059
8944,2010-03-30,,3125461560@uscc.net,SO-1059L,Alpha-Omega Solutions : SO-01059
8947,2010-03-30,,3125462883@uscc.net,SO-1059L,Alpha-Omega Solutions : SO-01059
8949,2010-03-30,,3124371267@uscc.net,SO-1059L,Alpha-Omega Solutions : SO-01059
8951,2010-03-30,,3125461836@uscc.net,SO-1059L,Alpha-Omega Solutions : SO-01059
8966,2010-03-30,,3126711178@uscc.net,SO-1062,SO-01062
8967,2010-03-30,,3124371890@uscc.net,SO-1064,SO-01064
8968,2010-03-30,,3124370793@uscc.net,SO-1064,SO-01064
8969,2010-03-30,,3126712361@uscc.net,SO-1064,SO-01064
8970,2010-03-30,,3124371897@uscc.net,SO-1064,SO-01064
8971,2010-03-30,,3125461480@uscc.net,SO-1064,SO-01064
8976,2010-03-31,,3125462619@uscc.net,SO-1066B,RJ Amusements : SO-01066
8978,2010-03-31,,3125465201@uscc.net,SO-1066B,RJ Amusements : SO-01066
8980,2010-03-31,,3125461070@uscc.net,SO-1067B,SO-01067
8985,2010-04-01,,3125463424@uscc.net,SO-1071,B and E Transactions : SO-01071
8992,2010-04-04,,3122179471@uscc.net,SO-1072B,SO-01072
8998,2010-04-05,,3124371557@uscc.net,SO-1075A,SO-01075
9010,2010-04-05,,3124374076@uscc.net,SO-8614C,SO-8614
9011,2010-04-05,,3125461650@uscc.net,SO-8614C,SO-8614
9012,2010-04-05,,3125461657@uscc.net,SO-8614C,SO-8614
9013,2010-04-05,,3125461479@uscc.net,SO-8614C,SO-8614
9014,2010-04-05,,3124374121@uscc.net,SO-8614C,SO-8614
9015,2010-04-05,,3123888672@uscc.net,SO-1079,SO-01079
9016,2010-04-05,,3125463426@uscc.net,SO-1079,SO-01079
9017,2010-04-05,,3125463388@uscc.net,SO-1079,SO-01079
9018,2010-04-05,,3125463062@uscc.net,SO-1079,SO-01079
9019,2010-04-05,,3124371558@uscc.net,SO-1079,SO-01079
9020,2010-04-05,,3124371636@uscc.net,SO-1079,SO-01079
9021,2010-04-05,,3125467940@uscc.net,SO-1079,SO-01079
9022,2010-04-05,,3124371657@uscc.net,SO-1079,SO-01079
9023,2010-04-05,,3125461884@uscc.net,SO-1079,SO-01079
9024,2010-04-05,,3122171562@uscc.net,SO-1079,SO-01079
9032,2010-04-06,,3124374816@uscc.net,SO-1080C,SO-01080
9042,2010-04-06,,3125463404@uscc.net,SO-1085,SO-01085
9043,2010-04-06,,3124371725@uscc.net,SO-1085,SO-01085
9044,2010-04-06,,3122171684@uscc.net,SO-1086,SO-01086
9045,2010-04-06,,3125463475@uscc.net,SO-1086,SO-01086
9046,2010-04-06,,3122179619@uscc.net,SO-1086,SO-01086
9047,2010-04-06,,3125462854@uscc.net,SO-1086,SO-01086
9048,2010-04-06,,3125462792@uscc.net,SO-1086,SO-01086
9049,2010-04-06,,3124374072@uscc.net,SO-1086,SO-01086
9050,2010-04-06,,3124374103@uscc.net,SO-1086,SO-01086
9051,2010-04-06,,3123885928@uscc.net,SO-1086,SO-01086
9053,2010-04-06,,3125461470@uscc.net,SO-1086,SO-01086
9066,2010-04-07,,3124371497@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9068,2010-04-07,,3125461569@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9069,2010-04-07,,3124374012@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9071,2010-04-07,,3125462982@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9072,2010-04-07,,3124374116@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9073,2010-04-07,,3124371570@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9074,2010-04-07,,3124371640@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9075,2010-04-07,,3124371541@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9076,2010-04-07,,3124371579@uscc.net,SO-1092G,WRG Services - PAI : SO-01092
9077,2010-04-07,,3123885961@uscc.net,SO-1093,Carpe Diem Partners : SO-01093
9078,2010-04-07,,3123884937@uscc.net,SO-1095,Worldwide ATM Inc. : SO-01095
9079,2010-04-07,,3124374163@uscc.net,SO-1095,Worldwide ATM Inc. : SO-01095
9081,2010-04-11,,3122173469@uscc.net,SO-1100,SO-01100
9082,2010-04-11,,3125462976@uscc.net,SO-1100,SO-01100
